'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД), '|||||||||||||||||||||||||||||||||||||
'"находящихся в управлении ООО ""ЖКС №№ 1-4"", ОАО ""РСУ Приморского района"""'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
576|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Королева'|30|2|'А'|34436|'ООО ЖКС №4'||'панельный'|'600.11'|1988|'ж/б панели'|9|0|4|143|11436,6|11436,6|4704,7|59,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|2|1|1|0|
577|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Королева'|34||'А'|34437|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|12|0|5|290|27074,2|27074,2|10786,3|179,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|3|5|3|0|
578|'Приморский'|'"МО ""Юнтолово"""'|'пр.Королева'|50|1|'А'|34438|'ООО ЖКС №4'||'панельный'|'504-Д'|1989|'ж/б панели'|9|0|8|296|22129,7|22129,7|7513,2|271,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|2|0|3|0|
579|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|1|1|'А'|34439|'ООО ЖКС №4'||'панельный'|137|1987|'ж/б панели'|12|0|4|428|28581,5|28581,5|12604,8|229,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|4|3|1|2|0|
580|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|2|1|'А'|34440|'ООО ЖКС №4'||'панельный'|137|1987|'ж/б панели'|12|0|3|321|23864,6|23864,6|9383,8|58,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|4|1|2|0|
581|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|3||'А'|34441|'ООО ЖКС №4'||'панельный'|504|1986|'ж/б панели'|9|0|5|179|12932,1|12932,1|6189|187|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|2|1|1|2|0|
582|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|5||'А'|34442|'ООО ЖКС №4'||'панельный'|504|1986|'ж/б панели'|9|0|4|143|12137,2|12137,2|5506,1|216,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|1|2|2|0|
583|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|6||'А'|34443|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|9|0|6|224|16666,1|16666,1|7541,1|229,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|2|1|2|0|
584|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|9||'А'|34444|'ООО ЖКС №4'||'панельный'|137|1986|'ж/б панели'|12|0|2|214|15730,2|15730,2|5978,8|173,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|1|1|0|
585|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|11||'А'|34445|'ООО ЖКС №4'||'панельный'|504|1986|'ж/б панели'|9|0|2|71|6112,1|6112,1|2746,1|145,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|1|1|0|
586|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|13||'А'|34446|'ООО ЖКС №4'||'панельный'|137|1987|'ж/б панели'|16|0|1|31|9974,6|9974,6|4371,4|640,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|5|1|1|0|
587|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Марашала Новикова'|17||'А'|34447|'ООО ЖКС №4'||'панельный'|137|1987|'ж/б панели'|16|0|1|15|9514,1|9514,1|4351,2|212,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|5|1|1|0|
588|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Ольховая'|12||'А'|34448|'ООО ЖКС №4'||'панельный'|'инд.'|1988|'ж/б панели'|8|0|1|30|2887,7|2887,7|1040,3|132,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|1|2|2|1|1|0|
589|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Ольховая'|20||'А'|34449|'ООО ЖКС №4'||'панельный'|606|1988|'ж/б панели'|9|0|7|256|21250,2|21250,2|8611,7|189,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|2|0|2|0|
590|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Ольховая'|22||'А'|34450|'ООО ЖКС №4'||'панельный'|504|1988|'ж/б панели'|9|0|5|184|14288,2|14288,2|6218,4|258,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|2|1|5|2|0|
591|'Приморский'|'"МО ""Юнтолово"""'|'ул.Парашютная'|20|1|'А'|34451|'ООО ЖКС №4'||'панельный'|137|1986|'ж/б панели'|12|0|2|118|10236,55|10236,55|4076,6|116,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|1|1|0|
592|'Приморский'|'"МО ""Юнтолово"""'|'уд.Планерная'|51|2|'А'|34452|'ООО ЖКС №4'||'панельный'|137|1990|'ж/б панели'|12|0|2|118|10875,4|10875,4|4423,9|108,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|0|2|0|
593|'Приморский'|'"МО ""Юнтолово"""'|'уд.Планерная'|55|1|'А'|34453|'ООО ЖКС №4'||'панельный'|137|1990|'ж/б панели'|12|0|5|295|26434,4|26434,4|10718,4|294,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|4|9|0|4|0|
594|'Приморский'|'"МО ""Юнтолово"""'|'уд.Планерная'|67||'А'|34454|'ООО ЖКС №4'||'панельный'|504|1993|'ж/б панели'|10|0|3|130|9794,2|9794,2|3583,5|119,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|4|0|2|0|
595|'Приморский'|'"МО ""Юнтолово"""'|'уд.Планерная'|69|1|'А'|34455|'ООО ЖКС №4'||'панельный'|504|1993|'ж/б панели'|10|0|6|249|18243,7|18243,7|6517,6|206,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|4|0|3|0|
596|'Приморский'|'"МО ""Юнтолово"""'|'уд.Планерная'|79||'А'|34456|'ООО ЖКС №4'||'панельный'|504|1995|'ж/б панели'|10|0|10|438|31632,9|31632,9|10942,1|458|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|4|0|5|0|
597|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Сизова '|14||'А'|34457|'ООО ЖКС №4'||'панельный'|137|1993|'ж/б панели'|12|0|3|177|16314,1|16314,1|6466,5|131,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|2|0|3|0|
598|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Сизова '|20|2|'А'|34458|'ООО ЖКС №4'||'панельный'|504|1986|'ж/б панели'|9|0|4|143|11611,4|11611,4|5081,2|174,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|1|2|2|0|
599|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Стародеревенская'|29||'А'|34459|'ООО ЖКС №4'||'панельный'|137|1992|'ж/б панели'|12|0|2|221|16143,9|16143,9|6094,1|233,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|2|2|0|
600|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Уточкина'|1|1|'А'|34460|'ООО ЖКС №4'||'панельный'|137|1992|'ж/б панели'|12|0|5|296|26880,5|26880,5|10168,5|1174,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|4|1|3|0|
601|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Уточкина'|2|1|'А'|34461|'ООО ЖКС №4'||'панельный'|137|1987|'ж/б панели'|12|0|5|281|27121,7|27121,7|9939,9|1657,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|4|1|3|0|
602|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Уточкина'|5||'А'|34462|'ООО ЖКС №4'||'панельный'|504|1988|'ж/б панели'|9|0|7|260|19515,2|19515,2|8615|553,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|2|0|0|0|
603|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Уточкина'|6|1|'А'|34463|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|9|0|10|378|27918,3|27918,3|11824,6|709,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|4|2|10|4|0|
604|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Уточкина'|8||'А'|34464|'ООО ЖКС №4'||'панельный'|'инд.'|1988|'ж/б панели'|11|0|1|41|3476,6|3476,6|1131,8|207,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|0|1|1|0|
605|'Приморский'|'"МО ""Юнтолово"""'|'ул.Шаврова'|5|2|'А'|34465|'ООО ЖКС №4'||'панельный'|504|1990|'ж/б панели'|10|0|6|231|19403,1|19403,1|6933,1|56|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|4|8|0|0|0|
606|'Приморский'|'"МО ""Юнтолово"""'|'ул.Шаврова'|19|2|'А'|34466|'ООО ЖКС №4'||'панельный'|'инд.'|1994|'ж/б панели'|16|0|2|122|11826,1|11826,1|3428,4|1157,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|5|1|1|0|
607|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Заповедная'|63|4|'А'|34467|'ООО ЖКС №4'||'деревянный'|'инд.'|1963|'деревянные'|1|0|1|6|776,9|776,9|222,6|0|'да'|'нет'|'нет'|'нет'|'нет'|'нет'|'нет'|'нет'|'да'|0|0|0|0|0|0|
608|'Приморский'|'"МО ""Озеро Долгое"""'|'3-я линия , 2-я половины'|61|3|'Б'|34468|'ООО ЖКС №4'||'деревянный'|'инд.'|1952|'деревянные'|2|0|2|4|595|595|203,7|0|'да'|'да'|'нет'|'нет'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
609|'Приморский'|'"МО ""Озеро Долгое"""'|'3-я линия , 2-я половины'|61|6|'К'|34469|'ООО ЖКС №4'||'деревянный'|'инд.'|1952|'деревянные'|2|0|2|4|592,3|592,3|202,5|0|'да'|'да'|'нет'|'нет'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
610|'Приморский'|'"МО ""Озеро Долгое"""'|'3-я линия , 2-я половины'|61|7|'И'|34470|'ООО ЖКС №4'||'деревянный'|'инд.'|1952|'деревянные'|2|0|2|4|581,2|581,2|197,3|0|'да'|'да'|'нет'|'нет'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
611|'Приморский'|'"МО ""Озеро Долгое"""'|'3-я линия , 2-я половины'|61|9|'А'|34471|'ООО ЖКС №4'||'деревянный'|'инд.'|1939|'деревянные'|2|0|3|12|1588,6|1588,6|600,4|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
612|'Приморский'|'Муниципальный округ №65'|'Шуваловский проспект'|74|2|'А'|34472|'ООО ЖКС №4'||'кирпичный'|'инд.'|2010|'кирпич'|17|0|6|575|43325,6|43325,6|18247|803,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|4|4|2||0|
613|'Приморский'|'"МО ""Юнтолово"""'|'ул.Долгоозерная'|4|2|'А'|34473|'ООО ЖКС №4'||'панельный'|504|1989|'ж/б панели'|10|0|3|119|9365,1|9365,1|3427|88,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|4|0|2|0|
614|'Приморский'|'"МО ""Юнтолово"""'|'ул.Долгоозерная'|18||'А'|34474|'ООО ЖКС №4'||'панельный'|504|1988|'ж/б панели'|12|0|4|159|12256,6|12256,6|5623,1|146,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|2|1|2|0|
615|'Приморский'|'"МО ""Юнтолово"""'|'Комендантский пр.'|35|1|'А'|34475|'ООО ЖКС №4'||'панельный'|137|1993|'ж/б панели'|13|0|5|300|19196,2|19196,2|17329|1899,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|4|1|6|0|
616|'Приморский'|'"МО ""Юнтолово"""'|'Комендантский пр.'|39|1|'А'|34476|'ООО ЖКС №4'||'кирпичный'|'инд.'|1996|'кирпич'|14|0|3|172|14263,5|14263,5|5212,6|716|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|5|1|2|0|
617|'Приморский'|'"МО ""Юнтолово"""'|'пр. Королева'|42|3|'А'|34477|'ООО ЖКС №4'||'панельный'|606|1988|'ж/б панели'|10|0|7|271|22381,7|22381,7|9468|271,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|3|2|2|0|
618|'Приморский'|'"МО ""Юнтолово"""'|'пр. Королева'|46|3|'А'|34478|'ООО ЖКС №4'||'панельный'|'600.11'|1988|'ж/б панели'|10|0|10|398|31522,6|31522,6|13108,1|211,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|3|10|3|0|
619|'Приморский'|'"МО ""Юнтолово"""'|'пр. Королева'|52||'А'|34479|'ООО ЖКС №4'||'кирпичный'|'инд.'|1989|'кирпич'|10|0|1|38|3327,8|3327,8|1346,1|161,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|0|0|0|
620|'Приморский'|'"МО ""Юнтолово"""'|'пр. Королева'|54|1|'А'|34480|'ООО ЖКС №4'||'панельный'|504|1989|'ж/б панели'|9|0|3|107|8560,7|8560,7|3894,9|89,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|1|1|1|0|
621|'Приморский'|'"МО ""Юнтолово"""'|'ул.Шаврова'|25|1|'А'|34481|'ООО ЖКС №4'||'панельный'|137|1989|'ж/б панели'|16|0|2|158|13379,8|13379,8|5572,2|137,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|0|2|0|
622|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|58|2||11507|'Частная управляющая организация'||'Панельный'|137|2007|'Панельные'|17|0|2|191|11344,1|11344,1|11097,8|246,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|1|1|0|
623|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|58|3||11513|'Частная управляющая организация'||'Панельный'|137|2007|'Панельные'|17|0|2|160|10761|10761|10526,9|234,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|1|1|0|
624|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|58|6||11589|'Частная управляющая организация'||'Панельный'|137|2007|'Панельные'|10|0|4|200|12702,5|12702,5|12475|227,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|2|2|0|
625|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|60|2||11593|'Частная управляющая организация'||'Панельный'|137|2007|'Панельные'|17|0|2|182|10712,4|10712,4|10442,8|269,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|1|1|0|
626|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|60|3||11592|'Частная управляющая организация'||'Панельный'|137|2007|'Панельные'|17|0|3|220|15845,9|15845,9|15540,9|305|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|4|1|1|0|
627|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|60|4||11591|'Частная управляющая организация'||'Панельный'|137|2007|'Панельные'|17|0|1|85|5733,1|5733,1|5531,3|201,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|2|1|1|0|
628|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|58|4||11587|'Частная управляющая организация'||'Панельный'|'Индивидуальный'|2007|'Панельные'|10|0|2|99|6605,3|6605,3|5800,6|804,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|4|1|1|0|
629|'Приморский '|'Муниципальный округ №65'|'Богатрский проспект'|58|5||11588|'Частная управляющая организация'||'Панельный'|'Индивидуальный'|2007|'Панельные'|10|0|2|101|6499,5|6499,5|6304,6|194,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|4|1|1|0|
630|'Приморский '|'Муниципальный округ №65'|'Мебельная улица'|45|1||12085|'Частная управляющая организация'||'Панельный'|'Индивидуальный'|2008|'Панельные'|'12/17'|0|5|451|22210,5|22210,5|21565,5|645|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|6|12|3|3|0|
631|'Приморский '|'Муниципальный округ №65'|'Мебельная улица'|45|2||12086|'Частная управляющая организация'||'Панельный'|'Индивидуальный'|2008|'Панельные'|'12/17'|0|5|444|22853,65|22853,65|22118,45|735,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|8|16|4|4|0|
632|'Приморский '|'Муниципальный округ №65'|'Оптиков улица'|47|3||11957|'Частная управляющая организация'||'Блочный'|'600.11'|2008|'Блочные'|10|0|6|219|13730,2|13730,2|13523,6|206,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|4|4|1|1|0|
633|'Приморский '|'Муниципальный округ №65'|'Оптиков улица'|49|1||11859|'Частная управляющая организация'||'Панельный'|137|2008|'Панельные'|10|0|4|250|13265,4|13265,4|12927,3|338,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|4|1|1|0|
634|'Приморский '|'Муниципальный округ №65'|'Оптиков улица'|52|2||11777|'Частная управляющая организация'||'Индивидуальный'|'Индивидуальный'|2008|'Панельные, кирпичные'|'10/17'|0|9|497|39309,2|39309,2|38141,5|1167,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|13|10|20|5|5|0|
635|'Приморский '|'Муниципальный округ №65'|'Оптиков улица'|52|3||11968|'Частная управляющая организация'||'Блочный'|'600.11'|2008|'Блочные'|10|0|3|117|6644,7|6644,7|6514|130,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|4|1|1|0|
'ИТОГО'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
|'"Графы ""1""-""10"" заполнять по всем многоквартирным домам округа!!!"'||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
|'"Графа ""1"" - номер по прорядку"'||||||||||||||||||||||||||||||||||||
|'"Графа ""2"" - указывается полное наименование района"'||||||||||||||||||||||||||||||||||||
